65,30020475989275,ZZ87ZTMZ502748509684968880118416524,111,13-06-2022,7
66,30023680009277,CR14490678719929740023,96,01-07-2022,14
67,30058474947456,AL36277187269378661449400570,270,07-10-2022,5
68,30058474947456,NL89FCDX5216923942,637,10-10-2022,17
69,343909198397190,SA6904405481380442217409,124,20-10-2022,12
70,30058474947456,GB04JHSD14316404353688,544,29-10-2022,13
71,343909198397190,IQ54KFYY191541323811929,101,02-11-2022,12
72,30083460908890,GE49FX7036631261906280,358,23-01-2022,12
73,30083460908890,LI1285769314879640133,283,22-03-2022,10
74,3530438561645065,SI98397065207785717,211,20-07-2021,19
75,3530438561645065,HU35214326103344751584687155,33,07-11-2021,17
76,30138132384134,SE3648021229926241766636,865,09-12-2021,6
77,30242870366251,RS18442411026799295340,886,29-04-2022,3
78,30272751883421,BI7964441933780925811829834,603,03-10-2022,19
79,5100142559064207,SK3794393732998243401103,313,17-03-2022,3
80,30338535439838,SV29EYDT49642715359570288769,726,19-05-2022,19
81,5100142559064207,IL135620878238049368325,629,02-09-2022,17
82,30352518363055,BA695330064460988483,95,01-07-2021,12
83,30352518363055,MT41GHOK47662803560142519176764,430,06-12-2021,3
84,3532482557940773,MK81754744838766647,324,14-11-2021,9
85,5602259369645018,TR908325031422030671662648,53,28-04-2021,6
86,5602259369645018,DO32918594019976620326295708,549,16-12-2021,9
87,30393985467417,IQ47WNZN067604541799751,220,02-08-2022,13
88,30437030911695,BH60BSWQ55990608102237,669,07-12-2021,9
89,30437030911695,AL71979661179397015916596889,77,21-09-2022,6
90,30469262367817,NO2181982003568,449,09-12-2022,13
91,30469262367817,BR1238388082460336888567730E4,5,21-12-2022,19
92,30549324439546,AT537010596111106438,210,29-04-2021,13
93,5610217921553807,MU66TZWO9143127895099125137FFP,733,18-06-2022,5
94,5610217921553807,MK73620077620369144,243,22-07-2022,6
95,30549324439546,GL2600191913679763,894,13-08-2022,3
96,30549324439546,EG549851162002175702849172207,538,29-11-2022,8
97,5007662463671080,SD3804823898580413,68,30-05-2022,12
98,30587739757318,BG10NNVH19432762396460,119,06-06-2022,4
99,5007662463671080,BR0405321980898447425850849K1,594,29-09-2022,16
100,3558152436514375,CR14490678719929740023,131,13-10-2022,14
101,30587739757318,DE02909721552648054718,1244,10-12-2022,3
102,30587739757318,TN8838906421656324941027,1593,12-12-2022,7
103,201471156238123,SK3794393732998243401103,241,23-02-2022,17
104,30593533394787,NL15GGBS5106892619,173,20-03-2022,5
105,201471156238123,BA360808694971822127,596,28-07-2022,13
106,337941191346898,HR2608090066600835819,268,26-02-2022,8
107,337941191346898,LY23575724406700547007136,698,01-11-2022,15
108,337941191346898,RO42MZYE5909001972390231,260,20-11-2022,6
109,337941399118552,SK4672256934159041395211,292,04-07-2022,9
110,337941399118552,IS718060609707780517717881,233,14-07-2022,4
111,337941399118552,UA891282131740300337888742586,424,20-07-2022,8
112,337941460841736,NL33IWDR6793072730,649,09-12-2022,18
113,337941460841736,VA68139967959011035995,878,10-01-2023,3
114,337941748367025,FO1558231962849366,478,09-03-2022,13
115,337941748367025,IQ86BGCQ605758161158884,86,21-07-2022,8
116,337941748367025,MK58728261029128208,984,10-09-2022,8
117,337941801617381,IL170209556332465065467,24,05-06-2022,15
118,337941801617381,ME76746928306955305165,983,10-11-2022,10
119,337941914151724,NO5449539129998,348,21-09-2022,6
120,342438540494852,FI8424010002415266,555,05-02-2022,5
121,3579377355297703,IT26O2784349368552783284360,61,25-03-2022,10
122,5048378993480048,BG20VIPS53921975769068,701,02-09-2022,8
123,5048378993480048,MC7660031513158721103458892,641,11-10-2022,15
124,342533470423630,PS10WDBY423512757316988527230,1,08-04-2022,19
125,3564155171648292,BA103962397760117896,1237,19-07-2022,5
126,30058474947456,FR2368234283963535443392158,153,20-10-2022,12
127,343909198397190,VA34212778942709397566,1325,21-10-2022,9
128,30058474947456,AD3933049525681493574963,645,26-10-2022,14
129,30058474947456,DO32918594019976620326295708,300,02-11-2022,2
130,50208359548162556,LT989690169692670181,387,09-09-2022,12
131,3573734051746506,AE140047327065244917623,266,28-09-2022,7
132,3543693756710794,SV35VXLR19980141125904961883,243,12-12-2021,6
133,3528434935236016,XK375796526755590916,257,15-12-2021,10
134,3543693756710794,AT537010596111106438,414,29-12-2021,7
135,3543693756710794,HU83846552011457752920443685,524,24-08-2022,8
136,3543693756710794,IT51W1998175916279442429601,914,18-11-2022,10
137,3536880409955343,LT989690169692670181,191,02-02-2022,8
138,3528436246068285,VA90906805170999693960,111,05-03-2022,13
139,3528436246068285,GR5903115174910048345962021,251,05-10-2022,4
140,3528436246068285,CH2894789291384482991,1277,26-12-2022,9
141,4936028390064290301,SK6434028627997864105931,70,02-07-2022,5
142,3529247601509139,EE640051104593382309,400,09-09-2021,13
143,3563591453268030,GT70013514347437257186253732,40,07-08-2022,8
144,3529793426069197,VG37VBJL5857858824326341,248,06-12-2021,15
145,3529793426069197,IS718060609707780517717881,552,19-10-2022,7
146,30587739757318,UA560313805807357292651622254,519,30-05-2022,19
147,30587739757318,GE94KQ8867942709147741,1243,17-07-2022,7
148,5007662463671080,PL43864034175169690493342596,296,20-09-2022,15
149,3530390298801232,FO7724200844031630,1506,16-10-2022,5
150,30587739757318,MU64GHFV6560349725467863015WSI,257,28-10-2022,13
151,3530390298801232,LY47288726004821095376179,274,11-12-2022,3
152,3530390298801232,IL462479276397256399268,320,17-12-2022,7
153,3530390298801232,ST69827237939231264913571,108,05-01-2023,18
154,3573911343562244,XK971271013066209118,47,15-11-2021,15
155,3530393600541413,RO09GYBM2193226076848014,70,03-12-2021,2
156,3530393600541413,GR6762449573684240052606292,372,24-12-2021,12
157,3530393600541413,DJ7355545480937218171702251,532,11-02-2022,7
158,3573911343562244,FI9391321727113982,567,18-06-2022,17
159,3573911343562244,ES6533417113198491679010,301,02-07-2022,16
160,30138132384134,MC8670173530703784097854979,391,03-10-2021,10
161,30138132384134,IL180682024658538479465,157,04-10-2021,14
162,3531018699110411,MT23HZGF86345750131560377918043,427,11-06-2021,16
163,3531047221318085,IE24YBCN02453561742243,335,21-04-2022,10
164,3531047221318085,SC36ZUVO61313097544250069863LRL,569,15-06-2022,9
165,3531461412798239,AL51943601646118788228230075,387,23-12-2021,19
166,3531461412798239,JO55RXYG9179540870651496050426,360,25-04-2022,10
167,3531461412798239,DJ3237079114848514658595648,616,18-05-2022,15
168,3531461412798239,RU8867812710362997084877916195500,827,17-06-2022,8
169,3531461412798239,DJ6883364180469399581943696,583,06-07-2022,19
170,30363130279454,VA87984210062590137934,13,16-11-2021,7
171,3532915747256956,XK375796526755590916,290,27-06-2022,17
172,56022521221573505,BG16WNRI12096282877106,102,25-07-2021,6
173,56022521221573505,MT96NHQN67727712365974939865612,504,26-10-2021,16
174,3542513331087511,FI9578540392143452,79,27-08-2021,14
175,3542513331087511,SK4672256934159041395211,328,27-08-2021,6
176,3542513331087511,ZZ22IYUE004802603460708901903161419,513,09-11-2021,2
177,3533919127479005,GT70013514347437257186253732,734,19-12-2021,17
178,3542513331087511,SA7021720878507561971468,263,19-03-2022,18
179,3542513331087511,SA5558607867092608651398,1028,25-04-2022,12
180,3534778381727627,PT34961036396940368923488,380,28-02-2022,10
181,3534778381727627,LU033799160487935368,144,07-05-2022,2
182,3534778381727627,MU28SIZM2805264239108432445VOH,154,11-05-2022,14
183,3534778381727627,BI1312187304715198285827330,15,22-05-2022,7
184,3534778381727627,GR1131396508100616059259300,460,28-05-2022,2
185,3534778381727627,IT37K1622138362341206458543,95,18-08-2022,14
186,3535458708599459,CZ8251361875349960710680,174,21-11-2021,18
187,3588711601876176,CR70046147082785233553,114,16-03-2022,14
188,3588711601876176,IS605552112798864647705778,563,21-04-2022,10
189,4917199449935562,TL191202001220775960839,6,18-10-2022,15
190,3536871701148885,AE368037252075718208789,58,06-03-2022,7
191,3536871701148885,BG20HWUA61931768023072,523,17-03-2022,5
192,3535979670682544,CH1160326409802410811,120,24-03-2022,16
193,3535979670682544,LT814596503926180401,415,12-05-2022,10
194,3536871701148885,RO32XAWB6058893902104625,595,28-06-2022,12
195,3535979670682544,GR1131396508100616059259300,431,18-08-2022,12
196,4041370464128149,NL06XNII5146573808,133,06-09-2021,15
197,3536046119918928,AT537010596111106438,515,08-09-2021,12
198,4041370464128149,FO5583213281302728,230,09-09-2021,14
199,5018413101912508490,BE63609224962387,1271,10-09-2021,19
200,3536108128898077,ES7958126786803033902108,45,25-05-2021,8
201,3536108128898077,LY60867026832773470964360,474,09-08-2022,8
202,3536826050906440,IS161425320809582743905865,186,03-03-2022,14
203,3536826050906440,MR1802675778845610858435681,605,05-03-2022,7
204,3536826050906440,ZZ97BERR019082798879683872656055208,393,21-05-2022,2
205,3560533611043155,RU8867812710362997084877916195500,469,02-12-2021,18
206,3560533611043155,RU8867812710362997084877916195500,15,14-11-2022,4
207,3536871701148885,IQ81RFWO296875382776632,130,09-03-2022,6
208,3536871701148885,AE260692111339992721454,546,17-03-2022,3
209,3528436246068285,TR384435254963879344465441,65,29-03-2022,4
210,3536880409955343,IT37K1622138362341206458543,370,24-12-2022,8
211,3536880409955343,BY91686859148228813080886167,324,26-12-2022,14
212,3539066630670524,KZ284499440700482571,340,14-06-2022,16
213,3539066630670524,LV42XEQD9926461178304,61,05-07-2022,14
214,3539200020844700,TL571808015518114825731,307,02-07-2022,19
215,3539294115597349,GL9698985371628358,38,21-08-2022,17
216,3539294115597349,ST57255591693754604510989,567,01-09-2022,4
217,3539294115597349,FO3936531225266287,220,19-09-2022,2
218,3539415381991003,VA33885812182434079055,82,01-11-2021,14
219,3540066317225425,LU984870228829280548,13,26-08-2021,10
220,3544686753119117,BG20HWUA61931768023072,589,13-03-2022,14
221,3544686753119117,SI98397065207785717,357,27-03-2022,12
222,3540066317225425,AL82170198355928822355328883,550,05-07-2022,17
223,4936031850983889,CZ1059682374962688890246,400,30-07-2022,17
224,3540590875582463,KZ512968934611125080,747,11-12-2022,15
225,3541279983379652,CY02701523012494104412048701,64,21-03-2022,18
226,503800593672470480,DE51712807381264121143,5,28-06-2022,10
227,503800593672470480,GL5147215373364710,447,31-08-2022,15
228,3541520957231944,KW48AXJS4252484587044429716418,61,08-09-2022,4
229,3541520957231944,SK4672256934159041395211,322,27-09-2022,17
230,503800593672470480,NO2228372828765,85,08-10-2022,14
231,3541682108460002,TL596485507618456029849,92,29-12-2021,5
232,3541682108460002,MR6276013319550601331483325,70,18-02-2022,5
233,6706517282942280,GI62XYHM224843402767844,372,26-03-2022,18
234,6706517282942280,ME02673238361034410832,155,15-08-2022,3
235,6709547490708980,DK5781911201446272,165,25-07-2021,9
236,3542046346225537,IL135620878238049368325,106,31-03-2022,14
237,6709547490708980,GT54891816765256459228647662,1076,22-09-2022,8
238,6709547490708980,IQ46FLRU382732551701329,571,26-10-2022,10
239,3542161795731263,SV06ZRUG26006611775000630692,66,26-09-2022,7
240,3533919127479005,CZ0661984388459058544466,991,01-09-2021,3
241,3533919127479005,HU54277271501343318827690436,334,30-11-2021,12
242,3542513331087511,GE02OS3173791861957865,274,14-02-2022,8
243,3533919127479005,FR4697246909473378667960415,298,15-02-2022,13
244,3533919127479005,SE4103001276944842721125,920,05-05-2022,13
245,3570797197535920,MC7660031513158721103458892,1028,25-01-2022,19
246,5100135023838404,SA1080592182566831668761,1141,16-03-2022,15
247,3543194078824561,ME43743693988421162792,449,26-03-2022,10
248,5100135023838404,RO42MZYE5909001972390231,113,23-05-2022,10
249,5100135023838404,BG70KVVP13750510023901,328,03-08-2022,12
250,5100135023838404,AZ23MQRO78601048101911486695,145,04-01-2023,15
251,6304186574414609735,RS07756783329260007681,359,09-04-2022,4
252,3528434935236016,AL70221476133868176865613455,70,10-12-2021,17
253,3528434935236016,LU359018039167474069,366,19-12-2021,17
254,3528434935236016,SE7008240014222828246230,512,18-01-2022,9
255,3543693756710794,LT935452527141724147,246,26-05-2022,18
256,3528434935236016,NO5324910795096,132,01-11-2022,18
257,3543698021611347,LB66107041668092882192396531,30,26-03-2022,15
258,3543698021611347,SV19OJFH46781736965355967444,101,12-09-2022,15
259,36197795928706,EE640051104593382309,586,16-07-2022,18
260,3540066317225425,GE53FL6713792939142237,220,09-07-2021,8
261,3540066317225425,CR87499799847231529856,71,13-08-2021,10
262,5108752240480935,BR6125890447844254957095966S5,416,01-01-2022,10
263,3540066317225425,TL247060956501207532563,212,22-03-2022,6
264,5108752240480935,EE095231524634635622,690,19-07-2022,8
265,3574144298800935,CY15959003975671916449496855,391,27-04-2021,2
266,201694443691883,IL729229997026774445919,319,26-05-2021,15
267,3574144298800935,BG69JGQR37927745671374,742,13-07-2021,18
268,201694443691883,ES9005944198806562191864,732,24-07-2021,15
269,201694443691883,LI6254567628822072007,405,18-08-2021,6
270,374622254755167,SC46UZQX12501819705958054242YCZ,247,27-12-2021,9
271,3583004616511474,IL180682024658538479465,57,25-03-2022,18
272,3583004616511474,BY23765110399009854880170375,90,28-03-2022,10
273,3583004616511474,PL05978390420283103541832004,905,13-05-2022,13
274,3583004616511474,IL406477499350467328571,71,27-08-2022,13
275,3574664327552736,SV80RCHO00356344197605794046,730,12-09-2022,3
276,3574664327552736,NL89FCDX5216923942,301,12-09-2022,18
277,3574664327552736,SE8215590663463032236970,931,17-10-2022,7
278,3574664327552736,QA59YNWC764910119719336410885,111,19-12-2022,15
279,3546116859654138,SA7021720878507561971468,228,25-10-2021,12
280,4508933649001469,KZ116403743987876257,45,11-12-2021,10
281,4041591175763656,XK252988072532668114,234,14-12-2021,5
282,3546116859654138,GE02OS3173791861957865,72,27-05-2022,19
283,4508933649001469,QA75DVQH826082350536439424151,1494,02-09-2022,2
284,4508933649001469,SC46UZQX12501819705958054242YCZ,807,07-10-2022,12
285,4041591175763656,NL06XBKY7168324578,526,11-10-2022,16
286,4041591175763656,GB66MGFZ37666069681078,849,20-10-2022,10
287,4041591175763656,IT92O8180671650030551797353,526,12-11-2022,13
288,3546505298559595,PT73743231913016407684562,210,14-10-2022,14
289,3585479703863566,QA48FTSK572277433561126901441,347,03-07-2022,3
290,3547490595785665,GB13TKRU31722358359424,60,20-05-2021,8
291,3547490595785665,SD0630751316963832,305,20-05-2021,17
292,3547490595785665,GT66175584021920466315423525,525,27-05-2022,12
293,3547490595785665,CY13644893534798213854553910,476,31-08-2022,5
294,3547567731135523,RU5880903429375068674504533576679,100,19-04-2022,19
295,3549108192254905,FI9578540392143452,360,16-11-2022,12
296,3549108192254905,BR1293406327994390032916832X8,380,04-12-2022,18
297,5002352740179686,RU9061823190274069081280627082612,65,25-03-2022,16
298,201460557761601,PS68NDXM816286550705308023945,228,24-06-2021,16
299,3550002078422221,SM70H4127790510577721167990,85,25-06-2021,5
300,201460557761601,SV29EYDT49642715359570288769,950,26-06-2021,6
301,201460557761601,IQ86BGCQ605758161158884,264,01-07-2021,13
302,201460557761601,LY52257875835339713452418,1073,09-07-2021,3
303,3550342781737824,MD5572175840263563075550,89,21-08-2022,14
304,3550342781737824,BI5340040590735155936637172,789,08-11-2022,6
305,3557574175422240,IL406477499350467328571,8,13-05-2022,5
306,3550949620549275,SI47854529995470459,446,26-05-2022,14
307,3550949620549275,HU52914182018045754765220493,227,28-05-2022,14
308,3581054556496048,GR5903115174910048345962021,35,28-05-2022,8
309,3581209164061929,GT26359062037053942904392904,203,20-09-2022,7
310,3557574175422240,LU033799160487935368,866,02-10-2022,7
311,3581054556496048,BY04305945934573177645778278,915,05-10-2022,2
312,3550949620549275,FO2912201636510290,300,14-12-2022,3
313,3551441891970884,GE49FX7036631261906280,24,16-09-2021,17
314,3551441891970884,PL07052298103965532758000195,455,08-10-2021,9
315,3551441891970884,GL9698985371628358,457,17-07-2022,19
316,5007664904066359,XK805199040513913486,331,14-04-2022,13
317,3551790106466207,GT66175584021920466315423525,543,25-10-2022,7
318,3552214792903331,DK0979127491163034,19,29-10-2022,13
319,3552214792903331,PS81TIBV718574271081614672913,9,03-11-2022,3
320,3552367783051690,DO88808360640234575658051160,159,20-05-2022,19
321,56022552842899359,DE14826986180827501039,293,22-07-2022,12
322,3552407928105017,GT82558575759262025494293203,821,25-07-2022,3
323,56022552842899359,TR908325031422030671662648,301,15-08-2022,12
324,3552407928105017,ES4565921886332483837735,128,02-09-2022,16
325,3552407928105017,GI85NJPC893855689488599,48,05-09-2022,6
326,3585389241553134,LB04720153871867309434855658,779,17-11-2021,19
327,5610448283291799,EG833827710426832470909477498,707,07-02-2022,9
328,3553394739569566,SA4030092869700219446197,523,18-03-2022,14
329,3553394739569566,MC7630558376073560508145612,10,10-08-2022,9
330,3555556511347084,PL17149921851191275053884040,188,02-07-2022,3
331,3555643814930319,AL71979661179397015916596889,215,09-10-2021,15
332,3555756025293440,GI30JGRZ660904233057166,126,24-10-2021,12
333,5108757155064335,MC5028563420386611084419897,115,04-04-2022,12
334,3577211324914126,YY33TIRP35587490223279128671216337,130,18-05-2022,8
335,3577211324914126,DJ0345123835212513147777886,79,13-08-2022,9
336,5108757155064335,SC63QUWK21650185979806661216GCT,231,08-09-2022,7
337,6383086381009391,MK11275745334043205,396,28-01-2022,2
338,6383086381009391,DE02909721552648054718,187,29-01-2022,17
339,6383086381009391,FO6926203635959976,566,29-06-2022,12
340,6383086381009391,RO75PLSF1664747153745749,156,16-07-2022,13
341,6383086381009391,LI8133917184850143364,275,27-07-2022,6
342,3555815356453765,AL36277187269378661449400570,174,21-09-2022,2
343,5048376474635551,NL15GGBS5106892619,96,17-07-2021,19
344,3555898894129089,DE02909721552648054718,10,19-07-2021,4
345,5048376474635551,ZZ18DKKK660687163946516444431847461,220,29-10-2021,19
346,5048376474635551,IS161425320809582743905865,97,17-11-2021,15
347,5048376474635551,ME22333166015060762086,40,03-12-2021,15
348,3555898894129089,FR3650916874961286524982974,422,11-09-2022,6
349,3555898894129089,RU8867812710362997084877916195500,570,29-12-2022,12
350,3556133444573829,NL44QNEC7306080008,27,23-12-2021,12
351,3556133444573829,PT73743231913016407684562,734,01-01-2022,15
352,3556133444573829,XK687874961089645820,364,24-04-2022,3
353,3556439484402054,ME60450314517549990454,93,07-09-2021,4
354,3556834589748197,VG37DQPW1927778683193051,2,30-08-2022,18
355,3557124256544072,DJ7574215905696552536305018,66,05-03-2022,13
356,3557124256544072,GI62XYHM224843402767844,622,06-03-2022,17
357,3581054556496048,LB44197741004081127873338165,338,07-05-2022,19
358,3581209164061929,CY14402504844597138864065250,297,28-05-2022,10
359,3557574175422240,CH7563839492461149990,1079,29-05-2022,10
360,3581209164061929,GR7168947367861944991451419,1049,20-06-2022,19
361,3581209164061929,PL43864034175169690493342596,654,05-10-2022,16
362,3581054556496048,FO7724200844031630,97,02-11-2022,15
363,3550949620549275,ES9005944198806562191864,114,14-11-2022,2
364,3550949620549275,GE85HL5887643083358983,138,13-12-2022,15
365,3557574175422240,BH30NGDQ92194263816803,412,14-12-2022,2
366,5602229771444508450,UA375404948253273963989105985,184,18-10-2021,19
367,3557608276398592,IE28JZAN09221497865659,669,28-11-2021,16
368,5602229771444508450,MT96NHQN67727712365974939865612,676,24-02-2022,9
369,5007662463671080,BE78746861684083,674,10-07-2022,13
370,30587739757318,AD3933049525681493574963,1385,12-10-2022,14
371,3530390298801232,SV35VXLR19980141125904961883,1138,18-10-2022,12
372,3558152436514375,DJ6883364180469399581943696,634,17-12-2022,18
373,5602243364303971,BG69JGQR37927745671374,235,21-04-2021,10
374,4917669978026983,PL44276762437037627219584209,466,05-12-2021,8
375,5602243364303971,IT91F9554811167578768591457,276,20-12-2021,10
376,4917669978026983,GE53FL6713792939142237,295,16-03-2022,13
377,3558742752333580,IQ47WNZN067604541799751,234,26-04-2022,6
378,3558742752333580,SA5170682024222248851132,201,12-06-2022,12
379,3558984929137706,LU169674939575978503,279,31-08-2021,19
380,3558984929137706,MC0730606338211713141267326,898,27-03-2022,3
381,201464450985689,GR6403229883760765084838657,1124,12-12-2022,14
382,3564063436844377,JO38CTRW7439964574564998628763,423,14-05-2022,5
383,3559732301846942,DJ1917669268229670998724163,104,15-05-2022,16
384,3536857301814422,AT537010596111106438,417,29-08-2021,14
385,3536857301814422,QA75DVQH826082350536439424151,346,15-11-2021,5
386,3560589707443451,CZ8251361875349960710680,535,13-11-2021,6
387,3560589707443451,AD2364817834365217209229,431,22-11-2021,6
388,3560589707443451,HU76924066009963800777545660,708,01-03-2022,2
389,3560594998942898,PT17497968118897862437361,331,18-08-2021,16
390,3560594998942898,TN0366281657062314769664,229,14-05-2022,18
391,3560656041219275,IL406477499350467328571,298,12-11-2021,13
392,3560656041219275,VA33885812182434079055,1000,31-12-2021,4
393,3560656041219275,RU4842680176175495454657228677833,301,21-05-2022,17
394,3560656041219275,GL1868227305613226,144,27-07-2022,17
395,5100172682771758,BR6962279052491453599489423N8,0,01-07-2022,9
396,3561016057060361,VG74ZBNL6069433727687775,95,16-07-2022,12
397,5100172682771758,NO5035365414313,180,17-08-2022,6
398,3561016057060361,LY72044095039949021294569,745,29-08-2022,15
399,5100172682771758,FR1341051191475842744013838,452,13-09-2022,4
400,5100172682771758,BI7964441933780925811829834,514,11-12-2022,9
401,3532918720961576,RS09886158863086916158,1097,25-10-2021,6
402,56022521221573505,SI51312783132798496,355,09-11-2021,6
403,56022521221573505,GI48QGTF369140226217722,129,22-12-2021,5
404,3561986651645009,TN1421658029218150087563,679,25-04-2022,16
405,3561986651645009,IQ47NTCD318066952387513,195,08-07-2022,19
406,3562070516496210,BH29DJBH42622906448875,80,10-03-2022,16
407,3562871938426796,BE79694394063674,403,27-12-2021,16
408,3562871938426796,PS06TCYT634723637175380894224,109,06-07-2022,12
409,3563045436411696,IT51W1998175916279442429601,873,20-10-2022,9
410,3584140514229402,MD9792099714463373306783,673,31-10-2022,4
411,3563473014654596,GI33FHYN656378311775443,18,02-03-2022,12
412,6331100471451695,ME60450314517549990454,3,21-05-2022,12
413,3563473014654596,SE4961949676867710442934,0,05-08-2022,15
414,5602228333040291816,SV19OJFH46781736965355967444,1027,26-06-2022,2
415,5048371680941778,SD7831143617597119,385,02-07-2022,3
416,5602228333040291816,BH30NGDQ92194263816803,401,16-07-2022,3
417,5048371680941778,IE24RWNM56499424396990,837,11-09-2022,12
418,3589646107363445,IS627373676711143633576247,329,12-12-2021,9
419,3563769379492260,CY15959003975671916449496855,489,26-12-2021,16
420,3563981450780063,EE893511410089539923,404,24-11-2022,10
421,3564063436844377,TR391217884174841852618775,117,15-05-2022,5
422,3564155171648292,EE236744444095407922,215,18-07-2022,8
423,3564155171648292,CZ0678725400748429667346,642,23-08-2022,13
424,3565287306526876,PK62ATTA4868142779298130,199,10-09-2021,8
425,5112376173452705,DE81601998964542924472,788,23-02-2022,10
426,201637817749381,LB04720153871867309434855658,830,17-03-2022,5
427,201637817749381,DK1786226656623520,156,28-03-2022,6
428,5112376173452705,LV66ZEGO6301027911775,1940,12-05-2022,14
429,201637817749381,MT95MXLA68593735223474647232812,334,13-05-2022,13
430,201637817749381,PK64XTQN4720229087194976,1454,23-05-2022,12
431,5112376173452705,GE55TD3247267560094805,170,09-11-2022,17
432,3565898356604239,IE72LIRT72843223304956,606,18-12-2022,9
433,3566823768463551,BH29DJBH42622906448875,152,03-04-2022,10
434,3566823768463551,AT167536564847613465,315,30-06-2022,13
435,4175002257416617,NL06XNII5146573808,433,29-09-2021,3
436,4175002257416617,GI13JFCQ849380048092486,714,11-12-2021,5
437,3567677630072431,FI0540277077806753,743,29-07-2022,9
438,3567884420394112,DK2081174224207438,21,10-12-2021,9
439,3567884420394112,AT301784947343332009,503,27-03-2022,8
440,630400174515878968,FO2398095197866875,194,19-12-2021,12
441,630400174515878968,BG85KCJW60292540885596,161,24-12-2021,4
442,5007663874216994,YY25GUPK66906745292488142282781520,893,27-12-2021,7
