107,30338535439838,1260,42,03-11-2021
108,30352518363055,1990,33,23-08-2021
109,30352518363055,50,60,05-02-2022
110,30352518363055,430,48,07-12-2021
111,30352518363055,340,76,23-06-2021
112,30352518363055,830,29,11-11-2021
113,30363130279454,2230,32,08-11-2021
114,30363130279454,2060,35,10-02-2022
115,30393985467417,1110,47,08-09-2022
116,30393985467417,780,71,24-08-2021
117,30437030911695,450,40,17-03-2022
118,30437030911695,2450,20,02-07-2021
119,30437030911695,1210,47,04-02-2022
120,30437030911695,360,56,12-10-2022
121,30469262367817,140,62,26-12-2022
122,30469262367817,800,81,19-11-2022
123,30469262367817,1130,9,09-11-2021
124,30541970311376,670,25,09-08-2022
125,30541970311376,230,70,18-12-2021
126,30549324439546,2350,81,09-11-2022
127,30549324439546,1530,47,08-02-2021
128,30549324439546,2470,29,26-07-2022
129,30549324439546,1150,41,01-12-2022
130,30549324439546,2060,26,14-04-2022
131,30587739757318,930,83,20-12-2022
132,30593533394787,370,60,12-01-2023
133,337941191346898,210,64,25-10-2022
134,337941191346898,400,78,03-08-2022
135,337941191346898,2280,19,25-11-2021
136,337941191346898,70,6,24-11-2022
137,337941191346898,1350,51,25-02-2022
138,337941399118552,580,47,22-07-2022
139,337941399118552,1840,84,03-04-2022
140,337941399118552,1110,10,16-07-2022
141,337941412381054,1760,5,07-11-2022
142,337941412381054,2490,67,13-09-2022
143,337941460841736,1020,42,13-01-2023
144,337941460841736,2290,67,23-09-2022
145,337941460841736,1730,55,31-10-2022
146,337941748367025,1870,53,14-03-2022
147,337941748367025,1660,59,19-11-2021
148,337941748367025,550,78,25-08-2022
149,337941748367025,280,84,18-09-2022
150,337941748367025,2190,62,29-01-2022
151,337941801617381,1280,14,16-08-2021
152,337941801617381,580,23,28-04-2022
153,337941801617381,1760,39,15-07-2022
154,337941801617381,1470,69,24-07-2021
155,337941801617381,480,33,02-01-2023
156,337941914151724,1550,84,19-07-2022
157,337941914151724,2450,1,15-03-2022
158,337941914151724,2220,33,07-10-2022
159,337941914151724,1330,28,12-01-2023
160,337941914151724,870,80,20-09-2022
161,342438540494852,730,66,19-03-2022
162,342438540494852,1850,22,18-05-2021
163,342438540494852,2400,6,29-09-2022
164,342533470423630,1210,71,17-04-2022
165,342533470423630,180,39,01-08-2022
166,342533470423630,220,13,18-07-2022
167,342813972450376,2110,78,12-12-2021
168,343909198397190,1650,6,31-10-2022
169,343909198397190,2230,47,21-10-2022
170,343909198397190,370,52,03-11-2022
171,343909198397190,1600,71,10-10-2022
172,343909198397190,1370,57,23-08-2022
173,346887149054630,920,60,03-05-2022
174,346887149054630,110,10,11-04-2022
175,348550514742902,140,71,19-04-2021
176,348550514742902,780,24,09-09-2022
177,348550514742902,1480,9,13-10-2022
178,348550514742902,2360,81,27-07-2022
179,3528241879383401,2030,32,13-09-2021
180,3528241879383401,1620,38,13-03-2021
181,3528434935236016,1350,3,07-08-2022
182,3528434935236016,1560,79,15-12-2021
183,3528434935236016,650,41,13-01-2022
184,3528434935236016,1680,83,13-11-2022
185,3528434935236016,1650,70,04-12-2021
186,3528832945382425,1290,80,13-11-2021
187,3528973368519406,1160,68,13-03-2022
188,3528973368519406,1190,25,04-08-2022
189,3529196226076638,1000,74,03-11-2022
190,3529247601509139,1790,46,05-06-2021
191,3529247601509139,290,26,22-06-2021
192,3529247601509139,2000,4,28-09-2021
193,3529247601509139,2060,63,10-12-2021
194,3529247601509139,320,62,13-08-2021
195,3529472894383931,1390,78,01-03-2021
196,3529793426069197,1430,54,24-10-2022
197,3529793426069197,390,13,17-04-2021
198,3529793426069197,1330,68,01-08-2021
199,3529793426069197,1430,18,15-10-2022
200,3530390298801232,1180,74,12-12-2022
201,3530390298801232,950,81,16-10-2022
202,3530390298801232,1230,75,12-01-2023
203,3530390298801232,2130,14,12-10-2022
204,3530390298801232,2300,80,08-12-2022
205,3530393600541413,550,5,22-01-2022
206,3530393600541413,1440,80,04-06-2022
207,3530438561645065,1530,6,22-07-2021
208,3530438561645065,1330,77,03-10-2021
209,3530438561645065,1030,11,13-07-2021
210,3531018699110411,10,53,16-08-2021
211,3531047221318085,1490,58,24-04-2022
212,3531047221318085,1930,20,05-03-2022
213,3531047221318085,2440,7,07-10-2022
214,3531089295124767,2080,80,27-07-2022
215,3531461412798239,2480,63,18-01-2022
216,3531461412798239,2340,11,12-06-2022
217,3531461412798239,1260,32,27-07-2022
218,3531461412798239,2050,34,03-12-2021
219,3531461412798239,160,42,05-04-2022
220,3531499176825913,2460,80,26-10-2022
221,3531499176825913,450,67,31-08-2022
222,3531950922715824,1030,85,20-06-2022
223,3532482557940773,2160,75,02-07-2022
224,3532915747256956,1360,6,22-07-2022
225,3532915747256956,380,40,29-10-2022
226,3532915747256956,1360,67,27-06-2022
227,3532918720961576,20,19,23-12-2021
228,3532918720961576,2110,82,13-01-2023
229,3532918720961576,1790,17,24-07-2021
230,3533919127479005,500,10,26-01-2022
231,3534778381727627,620,30,23-03-2022
232,3534778381727627,610,17,28-05-2022
233,3534778381727627,1840,48,10-05-2022
234,3534778381727627,1940,3,23-02-2022
235,3534778381727627,80,54,15-11-2022
236,3535306234789047,2090,47,10-04-2022
237,3535306234789047,1090,57,10-08-2022
238,3535306234789047,570,37,04-04-2022
239,3535979670682544,1840,31,17-03-2022
240,3535979670682544,300,34,16-09-2022
241,3535979670682544,1140,58,18-03-2022
242,3535979670682544,890,40,19-05-2022
243,3536046119918928,600,3,10-09-2021
244,3536046119918928,480,79,13-09-2021
245,3536046119918928,2160,37,06-09-2021
246,3536046119918928,2200,58,08-09-2021
247,3536108128898077,280,81,22-09-2022
248,3536108128898077,530,75,09-05-2021
249,3536108128898077,260,65,04-08-2022
250,3536108128898077,1620,18,06-01-2022
251,3536826050906440,2030,4,15-10-2021
252,3536826050906440,460,18,03-03-2022
253,3536826050906440,460,45,04-03-2022
254,3536826050906440,1690,13,25-10-2022
255,3536857301814422,460,85,07-10-2021
256,3536857301814422,200,41,03-06-2022
257,3536857301814422,2140,23,30-05-2021
258,3536857301814422,220,49,11-12-2022
259,3536871701148885,770,22,06-03-2022
260,3536871701148885,2090,77,06-01-2023
261,3536871701148885,50,26,30-04-2022
262,3536871701148885,190,38,06-07-2022
263,3536880409955343,1880,12,27-12-2022
264,3536880409955343,1830,4,02-02-2022
265,3536880409955343,2020,53,20-03-2022
266,3536880409955343,2010,61,25-12-2022
267,3537050793302119,840,53,19-10-2022
268,3539066630670524,400,6,30-06-2022
269,3539066630670524,2200,20,18-06-2022
270,3539066630670524,2180,65,02-08-2022
271,3539066630670524,1660,6,05-06-2022
272,3539200020844700,280,56,09-07-2022
273,3539200020844700,1690,74,02-07-2022
274,3539200020844700,1980,15,05-07-2022
275,3539294115597349,1940,26,30-08-2022
276,3539294115597349,330,45,04-07-2022
277,3539294115597349,620,10,30-09-2022
278,3539354960643109,120,59,04-12-2022
279,3539415381991003,120,35,09-02-2021
280,3539415381991003,580,83,12-03-2021
281,3539415381991003,140,44,05-06-2021
282,3539415381991003,670,29,11-11-2021
283,3539594910319199,1110,20,11-04-2022
284,3540066317225425,2140,59,17-08-2022
285,3540066317225425,1580,80,26-06-2022
286,3540066317225425,1680,11,23-12-2021
287,3540442159744098,190,62,14-06-2022
288,3540442159744098,2450,26,16-12-2022
289,3540442159744098,1390,23,30-07-2022
290,3540449054015490,150,69,16-02-2021
291,3540590875582463,1450,66,16-08-2022
292,3540590875582463,1930,12,23-12-2022
293,3540590875582463,1800,67,19-10-2022
294,3540590875582463,110,83,30-06-2022
295,3540590875582463,460,67,28-08-2022
296,3541279983379652,340,47,14-03-2022
297,3541279983379652,340,14,01-04-2022
298,3541279983379652,1420,40,18-04-2022
299,3541279983379652,150,59,28-07-2022
300,3541520957231944,1180,53,07-11-2022
301,3541520957231944,1180,19,06-10-2022
302,3541520957231944,1170,51,07-09-2022
303,3541682108460002,850,14,09-10-2022
304,3541704430311958,1430,70,05-04-2021
305,3542046346225537,1770,23,30-10-2022
306,3542046346225537,1850,67,23-07-2022
307,3542083376979915,560,41,04-10-2022
308,3542083376979915,1150,49,31-05-2022
309,3542083376979915,910,81,23-02-2022
310,3542083376979915,150,52,29-11-2022
311,3542161795731263,1710,23,31-03-2022
312,3542161795731263,240,86,11-10-2022
313,3542513331087511,2080,81,27-08-2021
314,3542513331087511,880,18,14-06-2022
315,3542513331087511,2070,17,29-08-2021
316,3542513331087511,1410,66,15-04-2022
317,3542513331087511,1270,19,15-12-2021
318,3543194078824561,1200,72,27-03-2022
319,3543194078824561,1810,40,05-01-2023
320,3543194078824561,1840,3,09-03-2022
321,3543194078824561,2000,50,04-01-2023
322,3543194078824561,2360,75,24-01-2022
323,3543227276454094,70,17,21-05-2022
324,3543227276454094,60,66,21-10-2021
325,3543227276454094,2000,9,20-06-2021
326,3543332239210060,620,21,21-02-2022
327,3543332239210060,920,76,19-04-2022
328,3543332239210060,930,2,27-05-2022
329,3543693756710794,2130,43,23-03-2022
330,3543693756710794,2290,52,21-11-2022
331,3543693756710794,2140,24,20-07-2022
332,3543693756710794,700,77,20-12-2021
333,3543698021611347,410,5,14-11-2021
334,3543698021611347,110,84,19-04-2022
335,3543698021611347,550,36,01-12-2022
336,3543794715217713,1180,61,06-06-2022
337,3544735881472078,400,52,13-06-2022
338,3544735881472078,1430,17,07-04-2022
339,3545214934208144,110,55,27-05-2021
340,3545214934208144,2050,19,10-04-2021
341,3545273067569011,270,69,17-03-2022
342,3546076970759473,2070,82,03-01-2023
343,3546076970759473,500,69,05-12-2022
344,3546076970759473,1910,1,12-09-2022
345,3546076970759473,2100,30,11-05-2022
346,3546076970759473,2020,16,30-03-2022
347,3546116859654138,1830,23,10-11-2022
348,3546116859654138,1360,8,29-10-2022
349,3546116859654138,2220,58,06-12-2021
350,3546116859654138,950,11,13-12-2021
351,3546116859654138,1370,52,31-01-2022
352,3546505298559595,2250,80,04-06-2021
353,3546505298559595,2260,11,14-11-2022
354,3546505298559595,1960,56,18-08-2021
355,3546529031304036,1290,56,07-06-2022
356,3547490595785665,2210,12,04-12-2021
357,3547490595785665,230,35,01-04-2021
358,3547490595785665,1190,70,04-09-2022
359,3547490595785665,1810,41,20-05-2021
360,3547490595785665,170,63,20-05-2021
361,3547567731135523,2430,72,08-09-2022
362,3547567731135523,1700,25,28-04-2022
363,3547567731135523,1630,82,04-12-2021
364,3547567731135523,1500,27,08-04-2022
365,3547567731135523,1400,11,09-12-2022
366,3549108192254905,1820,71,08-08-2022
367,3549108192254905,1710,2,11-08-2022
368,3549108192254905,1450,23,14-12-2022
369,3549108192254905,1040,5,13-10-2022
370,3549108192254905,980,1,17-11-2022
371,3549323678371269,1080,23,19-04-2022
372,3549323678371269,1870,44,05-10-2022
373,3549323678371269,620,23,07-04-2022
374,3549672342730023,2100,32,22-12-2022
375,3550002078422221,1200,85,26-06-2021
376,3550002078422221,1770,10,26-06-2021
377,3550002078422221,1760,61,07-07-2021
378,3550002078422221,2480,56,15-07-2021
379,3550342781737824,170,4,06-11-2022
380,3550342781737824,500,85,28-05-2022
381,3550342781737824,1870,62,21-11-2022
382,3550342781737824,2360,62,20-10-2022
383,3550949620549275,350,19,22-03-2022
384,3550949620549275,1190,38,13-05-2022
385,3550949620549275,560,68,31-05-2022
386,3550949620549275,1480,57,15-12-2022
387,3550949620549275,1250,56,01-05-2022
388,3551441891970884,90,19,11-09-2021
389,3551441891970884,2060,79,18-09-2021
390,3551441891970884,600,17,26-03-2022
391,3551441891970884,430,51,26-03-2022
392,3551441891970884,140,73,24-10-2022
393,3551790106466207,1360,13,12-10-2022
394,3552214792903331,350,3,17-10-2022
395,3552214792903331,20,49,10-01-2023
396,3552214792903331,1300,10,18-11-2022
397,3552307858932689,1440,32,25-11-2021
398,3552367783051690,1250,27,24-02-2022
399,3552367783051690,2080,64,17-11-2022
400,3552407928105017,1840,18,03-10-2022
401,3552407928105017,890,4,09-07-2022
402,3552477545199842,30,83,24-11-2021
403,3552477545199842,1850,76,25-03-2022
404,3552477545199842,1300,38,09-11-2021
405,3552477545199842,200,76,20-07-2021
406,3553021434179678,1770,40,29-12-2021
407,3553021434179678,930,56,16-03-2022
408,3553021434179678,1460,35,25-09-2021
409,3553021434179678,1760,66,22-08-2021
410,3553021434179678,740,6,30-10-2021
411,3553394739569566,200,55,30-07-2022
412,3553394739569566,410,54,05-03-2022
413,3553394739569566,1240,29,11-08-2022
414,3553394739569566,2200,38,12-01-2022
415,3555556511347084,2280,61,04-07-2022
416,3555556511347084,980,25,27-06-2022
417,3555643814930319,1450,81,25-11-2021
418,3555643814930319,2060,29,06-10-2021
419,3555712824190303,2380,79,27-08-2022
420,3555712824190303,750,12,20-10-2021
421,3555712824190303,1180,48,20-07-2021
422,3555756025293440,1140,17,29-05-2021
423,3555756025293440,1670,75,01-08-2022
424,3555756025293440,1700,64,24-05-2022
425,3555815356453765,660,25,31-10-2022
426,3555815356453765,1800,65,10-12-2021
427,3555815356453765,10,2,29-01-2022
428,3555815356453765,2380,29,22-02-2022
429,3555815356453765,1360,55,05-08-2022
430,3555898894129089,90,14,12-11-2021
431,3555898894129089,1820,51,25-05-2022
432,3555898894129089,880,79,11-07-2021
433,3555898894129089,930,75,19-12-2021
434,3556133444573829,910,11,25-09-2022
435,3556133444573829,730,49,26-12-2021
436,3556133444573829,2460,36,22-02-2022
437,3556133444573829,2180,5,08-11-2021
438,3556439484402054,500,52,05-09-2021
439,3556439484402054,880,81,25-09-2021
440,3556692059098273,720,85,15-10-2021
441,3556692059098273,1660,73,14-09-2022
442,3556692059098273,0,54,09-03-2022
443,3556692059098273,510,38,25-12-2022
444,3556692059098273,1430,38,26-09-2022
445,3556834589748197,920,64,06-05-2022
446,3556834589748197,2050,30,04-09-2022
447,3558152436514375,2220,59,22-06-2022
448,3558152436514375,2060,68,11-07-2022
449,3558742752333580,1560,64,22-08-2021
450,3558984929137706,1380,39,31-08-2021
451,3558984929137706,1040,43,17-11-2022
452,3558984929137706,2370,43,03-09-2021
453,3559147067805463,600,82,15-04-2022
454,3559147067805463,1260,47,30-11-2022
455,3559147067805463,2190,75,06-04-2022
456,3559732301846942,150,47,18-05-2022
457,3559732301846942,1300,53,14-05-2022
458,3559765878844429,2400,85,08-11-2021
459,3559765878844429,860,3,06-02-2022
460,3560533611043155,2120,13,29-08-2021
461,3560589707443451,2030,66,08-03-2022
462,3560589707443451,1180,23,17-01-2022
463,3560589707443451,1250,64,13-09-2021
464,3560589707443451,2350,44,19-11-2021
465,3560589707443451,1800,20,11-11-2021
466,3560594998942898,1700,57,24-06-2021
467,3560594998942898,2050,52,17-05-2022
468,3560594998942898,1660,45,14-07-2021
469,3560656041219275,1030,84,17-11-2021
470,3560656041219275,360,5,21-04-2022
471,3560656041219275,1480,25,31-12-2021
472,3560656041219275,2310,31,21-10-2021
473,3560656041219275,50,59,02-08-2022
474,3560778843290989,120,14,20-05-2022
475,3560778843290989,720,51,03-10-2022
476,3560851130210885,1730,10,06-07-2022
477,3560851130210885,2160,76,20-02-2022
478,3561016057060361,1230,23,29-11-2022
479,3561016057060361,1680,46,17-09-2022
480,3561016057060361,190,7,14-11-2022
481,3561016057060361,620,84,15-12-2022
482,3561016057060361,2030,41,31-12-2022
483,3561986651645009,890,37,12-09-2022
484,3562070516496210,250,61,28-08-2021
485,3562070516496210,2490,25,08-12-2022
486,3562871938426796,1270,30,14-08-2021
487,3562871938426796,2120,49,21-07-2022
488,3563045436411696,2480,49,01-10-2022
489,3563089009427127,1370,35,01-06-2021
490,3563257295761885,1880,44,22-02-2022
491,3563257295761885,2090,12,29-08-2022
492,3563257295761885,550,9,22-10-2021
493,3563257295761885,2030,27,05-11-2021
494,3563473014654596,850,54,02-11-2022
495,3563572642250030,2470,17,13-07-2022
496,3563572642250030,2370,1,08-09-2022
497,3563572642250030,1510,49,13-12-2022
498,3563572642250030,170,49,06-02-2022
499,3563572642250030,2130,47,15-09-2022
500,3563591453268030,2440,58,23-08-2022
501,3563591453268030,1790,55,31-07-2022
502,3563591453268030,110,17,29-08-2022
503,3563748289324086,190,70,03-07-2021
504,3563981450780063,1230,29,24-10-2022
505,3563981450780063,460,3,02-12-2022
506,3564155171648292,1270,12,04-01-2022
507,3564155171648292,1040,26,04-04-2022
508,3564155171648292,2050,85,10-01-2023
509,3564155171648292,1840,86,11-05-2022
510,3565287306526876,2360,32,28-08-2021
511,3565287306526876,1280,18,13-12-2022
512,3565287306526876,830,1,18-06-2022
513,3565287306526876,1230,77,09-07-2022
514,3565287306526876,670,66,19-10-2021
515,3565766718930313,1540,63,12-03-2022
516,3565766718930313,1640,64,22-02-2022
517,3565766718930313,1740,3,19-02-2022
518,3565898356604239,790,85,24-05-2022
519,3565898356604239,2420,9,22-08-2022
520,3565898356604239,410,16,05-07-2022
521,3565898356604239,560,41,26-11-2022
522,3566823768463551,1780,26,03-08-2022
523,3566823768463551,1290,15,06-04-2022
524,3566823768463551,180,37,03-04-2022
525,3566823768463551,730,85,20-02-2022
526,3567625567263796,550,44,10-11-2021
527,3567625567263796,1890,81,21-10-2021
528,3567625567263796,1140,17,27-08-2022
529,3567677575743202,1210,1,06-11-2022
530,3567677630072431,1270,64,25-07-2022
531,3567884420394112,2320,47,07-05-2022
532,3567884420394112,30,65,12-12-2021
533,3567884420394112,1090,18,12-01-2023
534,3567884420394112,140,37,28-11-2021
535,3567884420394112,1710,72,19-03-2022
536,3567950627852317,1560,4,24-12-2021
537,3567950627852317,2270,81,05-03-2022
538,3567950627852317,2080,44,17-04-2022
539,3567950627852317,480,32,10-01-2022
540,3567950627852317,1560,43,07-02-2022
541,3568688788664829,1810,51,24-12-2021
542,3568688788664829,410,60,22-10-2022
543,3568688788664829,2410,79,11-08-2021
544,3568739207341372,680,6,25-04-2022
545,3568739207341372,1420,71,30-04-2022
546,3568739207341372,260,80,13-12-2022
547,3568739207341372,410,37,04-07-2022
548,3568739207341372,1820,42,15-09-2022
549,3569033561741479,2180,61,14-09-2022
550,3569940716186238,2380,73,19-09-2022
551,3569940716186238,480,26,10-06-2022
552,3569940716186238,2420,40,08-12-2022
553,3570660567240895,70,37,24-04-2022
554,3570660567240895,1940,59,14-05-2022
555,3570660567240895,1610,71,28-04-2021
556,3570797197535920,1980,46,19-07-2022
557,3570797197535920,2460,45,13-01-2022
558,3571061771029993,760,32,16-07-2022
559,3571061771029993,260,86,17-10-2021
560,3571061771029993,720,8,01-11-2022
561,3571061771029993,1860,11,01-10-2022
562,3571392599113093,2320,48,05-12-2022
563,3571392599113093,580,3,09-08-2022
564,3571392599113093,150,80,19-02-2022
565,3571614843598856,1250,62,12-01-2023
566,3571614843598856,2160,84,03-08-2022
567,3571614843598856,470,76,23-06-2022
568,3571614843598856,1510,31,13-10-2022
569,3571614843598856,1320,39,14-07-2022
570,3571643759388101,2090,57,07-02-2022
571,3571643759388101,1560,65,23-11-2021
572,3571643759388101,2040,68,30-07-2022
573,3571814317357884,2400,28,19-06-2022
574,3571814317357884,1290,53,23-01-2022
575,3571814317357884,230,15,13-03-2022
576,3573016604085057,2250,42,17-03-2022
577,3573016604085057,1060,76,14-03-2022
578,3573016604085057,20,58,25-11-2022
579,3573157562013853,1070,82,22-08-2021
580,3573157562013853,1770,64,08-09-2021
581,3573380930667206,460,80,16-05-2022
582,3573911343562244,100,83,09-12-2021
583,3573911343562244,1680,39,03-07-2022
584,3573911343562244,2210,85,15-11-2021
585,3573911343562244,1890,84,28-12-2021
586,3573973616285515,580,64,14-05-2021
587,3573973616285515,1770,51,21-08-2022
588,3574144298800935,390,12,03-09-2021
589,3574144298800935,20,8,30-04-2021
590,3574144298800935,1930,44,20-07-2021
591,3574236058941261,740,49,03-09-2022
592,3574236058941261,220,36,26-09-2021
593,3574236058941261,2210,86,12-11-2021
594,3574236058941261,2140,69,30-12-2022
595,3574341136776802,1650,33,27-05-2022
596,3574341136776802,1630,12,04-01-2023
597,3574341136776802,500,1,06-05-2022
598,3574393632639570,1830,53,31-12-2021
599,3574393632639570,1660,35,17-05-2022
600,3574393632639570,2010,49,24-08-2022
601,3574430646269877,920,37,07-08-2022
602,3574430646269877,80,43,21-12-2022
603,3574664327552736,1230,42,31-03-2022
604,3574664327552736,1500,79,09-12-2022
605,3574664327552736,830,55,13-09-2022
606,3574664327552736,540,24,23-03-2022
607,3574664327552736,1460,13,07-10-2022
608,3574674846973685,1030,8,26-09-2022
609,3574851367168305,1960,56,28-08-2022
610,3574851367168305,1430,35,26-11-2021
611,3574851367168305,230,50,17-12-2022
612,3575024068202711,280,15,14-09-2021
613,3575232728860733,330,67,21-12-2022
614,3575232728860733,1580,48,24-05-2022
615,3575232728860733,2380,82,04-11-2022
616,3575519605762101,410,57,14-08-2022
617,3575519605762101,730,40,01-09-2022
618,3575551734142020,1240,67,24-12-2021
619,3575551734142020,1660,26,20-11-2021
620,3575587928104996,1310,37,12-12-2022
621,3575587928104996,2430,39,17-09-2022
622,3575587928104996,1750,51,02-04-2022
623,3575587928104996,1440,11,08-04-2022
624,3575587928104996,460,76,28-08-2022
625,3576049661406996,1510,33,30-11-2022
626,3576049661406996,2150,49,02-06-2022
627,3576049661406996,1830,62,01-11-2022
628,3576610069377319,890,26,02-01-2022
629,3576610069377319,340,76,22-01-2022
630,3576610069377319,1600,49,25-05-2022
631,3576610069377319,1000,20,11-03-2022
632,3576764137500459,1550,56,12-05-2022
633,3577066630990073,780,33,30-10-2021
634,3577066630990073,870,29,05-09-2021
635,3577210518974979,310,60,31-03-2022
636,3577210518974979,1770,81,12-11-2022
637,3577210518974979,360,48,04-03-2022
638,3577210518974979,2210,18,06-03-2022
639,3577210518974979,2000,15,26-04-2022
640,3577211324914126,1110,45,06-12-2022
641,3577211324914126,1210,38,15-04-2022
642,3577211324914126,2060,80,06-10-2022
643,3577211324914126,940,16,28-08-2022
644,3577211324914126,1690,11,21-08-2022
645,3577792074504605,1750,24,29-12-2021
646,3577792074504605,2070,64,08-08-2022
647,3578105177031666,990,59,12-11-2021
648,3578105177031666,2230,46,30-07-2022
649,3578105177031666,860,44,01-11-2022
650,3578105177031666,240,13,05-11-2021
651,3578353177470910,1350,49,10-01-2023
652,3578666434900506,50,9,22-03-2022
653,3578666434900506,1850,5,10-10-2021
654,3578666434900506,1750,66,20-10-2021
655,3578666434900506,1090,44,21-07-2022
656,3578666434900506,640,28,03-11-2022
657,3579031528447311,1330,73,22-07-2022
658,3579031528447311,1660,15,07-11-2022
659,3579031528447311,500,44,18-02-2022
660,3579031528447311,1220,73,25-12-2022
661,3579377355297703,580,63,30-09-2021
662,3579377355297703,2480,5,26-04-2022
663,3579377355297703,910,63,17-08-2022
664,3579377355297703,2400,33,03-11-2022
665,3579377355297703,1390,69,16-10-2021
666,3580115543266447,2120,59,09-09-2022
667,3580115543266447,1320,63,08-12-2022
668,3580408888742837,40,11,06-07-2022
669,3580408888742837,1720,29,28-06-2022
670,3580408888742837,20,18,06-08-2022
671,3580408888742837,960,46,28-05-2022
672,3580408888742837,600,46,15-08-2022
673,3580673753187158,1100,11,25-12-2022
674,3580673753187158,2480,13,20-09-2022
675,3580877745030372,790,28,10-12-2022
676,3580877745030372,520,8,04-09-2022
677,3580877745030372,420,25,05-07-2022
678,3580877745030372,1080,42,12-10-2022
679,3580893207036021,1610,63,21-12-2022
680,3580893207036021,240,59,23-05-2022
681,3580893207036021,2410,56,10-11-2022
682,3580893207036021,730,28,05-12-2021
683,3580893207036021,1640,48,18-08-2022
684,3581054556496048,1900,80,13-12-2022
685,3581054556496048,1550,85,04-10-2022
686,3581054556496048,1730,13,26-09-2022
