107,HU15831059445261419254720391,9900,06-07-2022,23-12-2022,67
108,HU68784313704422979806045343,320000,06-10-2022,16-11-2022,91
109,HU68784313704422979806045343,10000,23-05-2022,01-10-2022,35
110,HU68784313704422979806045343,10100,29-12-2022,09-01-2023,65
111,HU87667080640745192379770387,39000,18-09-2021,21-12-2021,59
112,IL240866025059159431398,120000,09-06-2022,08-10-2022,24
113,IL489787960417879635203,39000,22-08-2021,21-01-2022,42
114,IL757842282767511621870,35000,19-04-2021,16-06-2021,88
115,IL864925811367077730271,19000,02-11-2022,14-11-2022,2
116,IS467634787117169699889043,24000,05-11-2021,13-11-2021,61
117,IS720835397310571562917668,36000,02-10-2021,28-01-2022,22
118,IS854519170803540031159058,17000,16-12-2021,20-03-2022,30
119,IS928892874631938551679674,40000,01-02-2022,26-12-2022,96
120,IT13H2361404392D7MFDQT0IDVL,11200,29-01-2022,15-07-2022,95
121,IT56S7325864523V7YMRWOSUY1J,15000,14-12-2022,16-12-2022,77
122,IT95C5136669136DOMHUVNPWXL1,33000,21-02-2021,07-02-2022,25
123,KW34WPWJBK15F3I0MTKUOEIJI89LLT,39000,19-10-2021,13-08-2022,54
124,KW60GHNXNSHUOVNJSBVP2SQ00JCM0P,34000,06-02-2022,30-05-2022,1
125,KW85AYMHPBVBCVXTBEXRORUCADITVV,40000,04-11-2021,17-02-2022,43
126,KZ79698SAMINRDWP0SU3,290000,22-03-2022,27-03-2022,16
127,LB020531YBRENLULG71HLYYHAJFW,37000,15-03-2022,21-07-2022,91
128,LB112232GXFEIRUSUKN8WRUCRGQM,5800,30-09-2021,19-10-2021,40
129,LI2033561S5WMFJ5ZBQZX,28000,12-10-2021,07-11-2021,8
130,LI2942803QDOD3E000JXV,260000,18-01-2022,11-02-2022,38
131,LI4086518PKMEK1TNNUIG,10700,14-04-2022,23-07-2022,61
132,LI6447144YSY4Z7BZZZRK,4700,26-08-2022,24-12-2022,93
133,LI9151289N8ADOGNRY7JJ,10000,08-10-2022,28-12-2022,18
134,LI9802427CPUSD02PMERA,21000,23-06-2022,12-01-2023,27
135,LT020042583090022848,25000,17-10-2022,06-12-2022,44
136,LT686535476410631841,340000,10-09-2021,14-04-2022,89
137,LU51482S5LB0GJSVOYPP,19000,18-10-2022,04-11-2022,73
138,LU67780AHKNQAGUVIQCQ,6300,02-11-2022,05-01-2023,50
139,LU70851H7LSUB3GSRLFG,20000,23-07-2021,29-08-2021,98
140,LV70QKFNXIINGQFGQWTS8,40000,12-03-2022,03-08-2022,12
141,LV85LQVR5CYMZNTJEAENO,30000,04-11-2022,22-11-2022,86
142,LV85LQVR5CYMZNTJEAENO,8600,23-05-2022,22-10-2022,11
143,LV85LQVR5CYMZNTJEAENO,100000,10-05-2022,22-06-2022,85
144,LV98EVGAVWCBKYEZOLKU9,32000,30-10-2022,07-12-2022,66
145,MC252479540832T14TYUTCAJX17,18000,11-03-2022,14-10-2022,55
146,MC574513984017FXNQQKOYBLQ33,5500,16-10-2021,20-11-2021,62
147,MD352HZKLXD7BFBSGKEAUTNZ,37000,19-02-2022,30-11-2022,67
148,MD45BCMPTO0A8JEWCMIMULCR,5500,23-09-2022,10-10-2022,12
149,MD730CGGIQL7X7HD8J48NWXZ,150000,29-07-2022,11-08-2022,92
150,ME30014423925934878853,43000,10-11-2022,26-12-2022,71
151,ME47023169616824130549,10300,26-04-2022,29-08-2022,68
152,ME70575675621862483580,3700,03-06-2021,28-03-2022,70
153,MK238558E9MGV3EF749,3800,12-04-2022,30-05-2022,45
154,MK238558E9MGV3EF749,32000,20-04-2022,09-12-2022,101
155,MK238558E9MGV3EF749,110000,02-03-2021,19-01-2022,102
156,MK607269Y52K7L4HG42,6800,06-01-2023,14-01-2023,103
157,MK76101XO6RF8MT6N44,3500,18-06-2022,12-11-2022,5
158,MK76101XO6RF8MT6N44,6600,17-10-2022,12-12-2022,22
159,MK76101XO6RF8MT6N44,35000,06-12-2022,27-12-2022,93
160,MK88922HU8SSC0WM810,180000,12-01-2022,29-12-2022,94
161,MT29TBTL85012OVGSQ22YFNLREHDKPT,3700,02-04-2022,07-09-2022,19
162,MU38SPRZ6561085529865602003KQY,27000,07-05-2021,17-08-2021,24
163,NL76JNXX1868440926,8000,18-08-2021,26-03-2022,54
164,NL78SXNX5876067470,39000,19-12-2022,08-01-2023,109
165,NO1086289381692,44000,23-01-2022,11-01-2023,74
166,NO5707298372619,3400,08-05-2022,28-08-2022,72
167,NO8650701288944,7700,05-01-2023,14-01-2023,90
168,PK06PYDX9IKDYX2W6BCBMLX1,16000,30-04-2022,18-08-2022,42
169,PK91LXHIO89K2LVOSOZPAQWO,8900,19-07-2022,04-10-2022,81
170,PL02388355872187260826304548,40000,15-07-2022,13-09-2022,47
171,PL43281800397501597971052578,27000,05-04-2022,17-04-2022,87
172,PL48063123299606189735634665,5900,18-06-2022,29-06-2022,64
173,PS04VYBCQPFJWHXPFFNWDRHMH7Z9E,37000,06-12-2021,05-01-2023,30
174,PS04VYBCQPFJWHXPFFNWDRHMH7Z9E,29000,21-01-2022,20-04-2022,34
175,PS04VYBCQPFJWHXPFFNWDRHMH7Z9E,3700,28-12-2021,01-04-2022,55
176,PS73OBEGHFSEYBLYFMH8L3QPGVQC9,130000,30-10-2021,11-06-2022,31
177,PT07106690676316508649610,8300,13-12-2022,20-12-2022,23
178,PT32784241761371374262171,320000,05-01-2023,11-01-2023,90
179,PT32784241761371374262171,29000,24-08-2022,04-10-2022,76
180,PT49707589011545865450544,4200,04-09-2022,04-10-2022,52
181,PT76725017952203419820774,220000,13-05-2022,26-10-2022,70
182,PT79958979704247087374884,28000,29-01-2022,27-03-2022,40
183,RO13UPSSRHMVA84JH0TPPTVX,11500,08-08-2022,12-11-2022,43
184,RO24FUJYCNJEVRWWMVTOBVYT,19000,06-06-2022,09-08-2022,8
185,RS34859514741464869106,30000,05-10-2021,26-04-2022,71
186,SA3042VLBFLEND4YGUQOFAGX,7200,10-01-2022,15-06-2022,76
187,SA3042VLBFLEND4YGUQOFAGX,9300,27-09-2022,03-11-2022,38
188,SA3042VLBFLEND4YGUQOFAGX,25000,21-02-2022,27-10-2022,47
189,SA5545H45I8QO6OZPKC1AJ1H,42000,12-08-2021,04-02-2022,17
190,SA82871FSUT7YMRSB9HYZFRQ,21000,26-05-2022,07-08-2022,35
191,SA8805TF9YHK68JRJYE64GMK,30000,25-08-2022,21-11-2022,66
192,SE0410756440958840317925,210000,26-10-2021,27-10-2021,79
193,SI24995381014793617,7200,25-05-2021,18-07-2021,33
194,SK4311453993730578618418,5100,09-12-2022,16-12-2022,78
195,SM04O2872816220NX2CRTU1F91Z,27000,27-06-2022,18-08-2022,45
196,SM78N7809963212KRCYTRDYPGBA,6200,28-04-2022,13-08-2022,67
197,SM78N7809963212KRCYTRDYPGBA,10800,14-08-2022,11-01-2023,30
198,SM78N7809963212KRCYTRDYPGBA,3800,03-08-2022,26-08-2022,107
199,TN5478612701002964205356,36000,16-10-2022,17-10-2022,5
200,TR0759790QLUOZUYZBIF6LUMC0,21000,06-11-2021,18-11-2022,66
201,TR0759790QLUOZUYZBIF6LUMC0,6200,25-09-2021,13-04-2022,81
202,TR7857618UXWCWBI4V4IUMMBD5,3700,17-03-2022,06-10-2022,97
