CardID,Account,Limit,PIN
67590346725161592,FR5013365821287GQMMDD6OLU83,100000,3722
3541704430311958,IT95C5136669136DOMHUVNPWXL1,100000,8555
5100172682771758,BH67DBGDTWOO98T1IIB1GE,100000,2091
3561016057060361,BH67DBGDTWOO98T1IIB1GE,100000,3152
374288548540334,AT226036253155779986,100000,8545
3551790106466207,DO65YOCL31275685388452922839,100000,8560
5007664904066359,DO65YOCL31275685388452922839,100000,5908
6392697644882868,DO65YOCL31275685388452922839,100000,4526
3549672342730023,KW59IMZAU6XRJDDOMKHUQXXXQNGYBX,100000,4776
3589641674323286,DO39GE7C12482803957849368595,100000,1931
4405851075872225,PL02388355872187260826304548,100000,4037
3575808837919666,LI9802427CPUSD02PMERA,100000,4609
374288801323436,GR522354528C95EVZDAXCLHWO6W,100000,5794
3540442159744098,GI02OSMLZCVPC3LI6P7EZUF,100000,3774
4936031850983889,GI02OSMLZCVPC3LI6P7EZUF,100000,3315
4508734851113285,MR2368945812321419374551561,100000,1608
372301630023994,MU38SPRZ6561085529865602003KQY,100000,0619
3582258343182402,MU38SPRZ6561085529865602003KQY,100000,8651
3577210518974979,GL5292163970877711,100000,4644
3557124256544072,GL5292163970877711,100000,7944
3556133444573829,BG10EWTB1413962P6E6CZJ,100000,7348
5100171514854535,LI9151289N8ADOGNRY7JJ,100000,1710
4175005092637503,FR044345369650K70UZEP1PLB38,100000,2026
3536857301814422,AE791992291992682614433,100000,1531
3560533611043155,AE791992291992682614433,100000,0609
5602218278991996,AZ32WDFXIMHARYKZEWVKS5QG5GQ7,100000,1921
5602254203535570510,KW22OLNPISJDMT4SNHFR0DSPN5ANKQ,100000,6971
3539066630670524,IT92R5558006844U0FADCFZP08W,100000,0951
6331106450111040559,TR0242141JKJFDPUYFQ4BG1CHR,100000,7614
5406702906298872,TR0242141JKJFDPUYFQ4BG1CHR,100000,4210
3543794715217713,PS04VYBCQPFJWHXPFFNWDRHMH7Z9E,100000,5436
36197795928706,PS04VYBCQPFJWHXPFFNWDRHMH7Z9E,100000,0750
337941748367025,KZ08583RLSRYBXSZMLZ4,100000,8647
3574341136776802,FR654459310157FSFJXHSE1FU24,100000,5450
4936028390064290301,BR1205660151330024495652954UY,100000,3648
3529196226076638,BR1205660151330024495652954UY,100000,4907
3570660567240895,FR8531903426929BVM9A1DXCW93,100000,9346
3572953643603667,FR8531903426929BVM9A1DXCW93,100000,5128
5586602840946812,FR8531903426929BVM9A1DXCW93,100000,1154
5610386012516757,IL864925811367077730271,100000,2204
633110251712443179,LV72XXYBH0G42VAO1QZAS,100000,6978
3555898894129089,GB48ENOZ97260071015756,100000,4967
5048376474635551,GB48ENOZ97260071015756,100000,9082
0604745800328270,LT686535476410631841,100000,6703
5602212368880656,LT686535476410631841,100000,2054
5602247270174442,LT686535476410631841,100000,3261
5038110163419684,LT686535476410631841,100000,1902
4844922553266021,MU79EOTT8963977338902634213BSU,100000,8534
3551441891970884,FR241647887802ACKVGEEEQZM87,100000,1600
3531089295124767,DE87413056918276489411,100000,8984
3539354960643109,DO692LOA24615275459286419733,100000,3390
6304908093085276,TN9828137049969786960962,100000,6433
3573973616285515,SK9128096539431151563108,100000,6414
376208042078316,AL33908744009C521XY5QXTPUATG,100000,7059
3532918720961576,AE236837503028130721519,100000,1405
3561986651645009,AE236837503028130721519,100000,7907
56022521221573505,AE236837503028130721519,100000,8004
6372142424651435,ME30014423925934878853,100000,5854
3566289300276739,CZ7501037659587135778487,100000,1535
3555712824190303,IL786557961952878739199,100000,7154
372301276774066,CH6793171T2FIYUY16UEY,100000,6899
50208359548162556,AL7735553150TGPITLB0SYRDI9PS,100000,7142
3573734051746506,AL7735553150TGPITLB0SYRDI9PS,100000,4593
348550514742902,AL7735553150TGPITLB0SYRDI9PS,100000,2886
3556756284625208,HR2046564264198251845,100000,4901
3528434935236016,LU67780AHKNQAGUVIQCQ,100000,5185
3543693756710794,LU67780AHKNQAGUVIQCQ,100000,0056
337941460841736,DE26201314004591017445,100000,9741
4924094525133,FR618914331395Y2P7V6AEBDG70,100000,0037
3535306234789047,FR880802642577SKWA7FFSOSY93,100000,1431
5602213295387682,CH40257354COC2G42ATEJ,100000,3790
3544735881472078,LB3423188JABVMUC6GSTMJQWP8DR,100000,0724
5100136466129871,IL930759747392977098228,100000,3254
3575551734142020,SM21J8226711495E7QWVSFSIA8R,100000,7558
5290687997575909,SM21J8226711495E7QWVSFSIA8R,100000,4337
503846328185810252,AE669617962979556956338,100000,8608
6380286951644840,CR5054394223774342612,100000,2540
3537072603817029,CZ4978198580333176676814,100000,9081
337941456031631,KZ79698SAMINRDWP0SU3,100000,1066
3539294115597349,IE51HMAU92310220433666,100000,2140
345925527155909,LB020531YBRENLULG71HLYYHAJFW,100000,3494
5489581856353675,BE73412981269660,100000,4524
3528241879383401,BH89XBHG5UNJQVF7DMBYNQ,100000,5634
3565766718930313,FR852149528972WKYPXKZBV9783,100000,0038
201637817749381,FR852149528972WKYPXKZBV9783,100000,0009
5112376173452705,FR852149528972WKYPXKZBV9783,100000,1674
6331100747082383116,MD127KRR5IDXVHDKKSBDCYLZ,100000,2424
3580408888742837,IL240866025059159431398,100000,8308
5100147004086317,IL240866025059159431398,100000,0360
3576049661406996,AD3436784333NJ8STCMDIPRF,100000,3653
3546116859654138,FR355719122719UPWYHQHCWEX12,100000,9462
4508933649001469,FR355719122719UPWYHQHCWEX12,100000,2937
4041591175763656,FR355719122719UPWYHQHCWEX12,100000,8499
5610067228254421,CY9873342199LFMKFAYXM2EDQHLW,100000,8538
3559765878844429,IL954780099934615738624,100000,7502
4041595692673488,PT79958979704247087374884,100000,1442
5010122278903983,SM78N7809963212KRCYTRDYPGBA,100000,4419
5602241383625549,SM78N7809963212KRCYTRDYPGBA,100000,2402
201906897724188,SM78N7809963212KRCYTRDYPGBA,100000,9220
3575587928104996,SM78N7809963212KRCYTRDYPGBA,100000,4578
5610872536450813,HU68784313704422979806045343,100000,7975
4175008933060299,FR545626506435USBYMLJZW4T92,100000,9222
6709747392658693,LT020042583090022848,100000,8840
3571392599113093,IT12D7367339631MYHBUZNQDQFH,100000,1234
3541682108460002,IT13H2361404392D7MFDQT0IDVL,100000,3415
6706517282942280,IT13H2361404392D7MFDQT0IDVL,100000,7596
5602237600029556,IT13H2361404392D7MFDQT0IDVL,100000,4295
3532915747256956,DE24606440803858670949,100000,0157
490535834198647843,CR6208159620834962189,100000,3965
3579848570877271,PL66688800934580256377748627,100000,7792
337941399118552,SM15Z7626700133IYW0DGUTCR6Q,100000,9539
201464450985689,CR4377281577857817397,100000,7723
3559147067805463,CR4377281577857817397,100000,3727
30541970311376,MK41477DOYFWAI1W659,100000,8327
56022197697919900,MT29TBTL85012OVGSQ22YFNLREHDKPT,100000,7402
6393403339013169,BR7237078533304381976578605ED,100000,0158
201897421684594,SI24995381014793617,100000,5223
337941191346898,DK5795947186416720,100000,7752
201871826889165,AT081187867286884882,100000,1878
3568739207341372,AT419337944819836915,100000,6024
3567625567263796,LT072751014736594693,100000,0742
3546505298559595,MR3684476395740706147116764,100000,8026
30393985467417,FR5894022872945ACYX887VOH23,100000,7892
5602259369645018,FR5894022872945ACYX887VOH23,100000,0675
4017953976643471,PT13236191257141033561499,100000,9375
3542161795731263,PK16OVGG5TABA3XNX7GFS7OG,100000,4601
3574851367168305,BG80BGKW2232103ST3GTY6,100000,4331
3532482557940773,GB40XYTB95618940277915,100000,2127
30363130279454,GB40XYTB95618940277915,100000,2929
3543332239210060,GB72MTCS12171466615466,100000,1156
3536871701148885,FR828083090168ET6ILTDQURN59,100000,4397
3535979670682544,FR828083090168ET6ILTDQURN59,100000,6648
30272751883421,GE75WE8521088818461588,100000,5470
50184631578714243,FO5917849755420235,100000,7207
6304947984178421641,FO5917849755420235,100000,9021
5602223816517535,FO5917849755420235,100000,7506
3588711601876176,GR861288206OLQH2DAHVAN1RZMH,100000,4626
3535458708599459,GR861288206OLQH2DAHVAN1RZMH,100000,5357
5108756596938008,RO30KCWCK6YFATZUPK1JDJSU,100000,6537
5602245322302652731,RO13UPSSRHMVA84JH0TPPTVX,100000,5976
201471156238123,RO13UPSSRHMVA84JH0TPPTVX,100000,2105
30593533394787,RO13UPSSRHMVA84JH0TPPTVX,100000,1316
5007662396982240,LI4086518PKMEK1TNNUIG,100000,0936
4913989043105958,NO5707298372619,100000,3951
3574393632639570,NO5707298372619,100000,1305
5602241511548894,NO5707298372619,100000,1559
3532560116478284,TR7857618UXWCWBI4V4IUMMBD5,100000,9911
5602247886487998,BH28EQZSLZB0CFICEYOZHW,100000,1985
5100170422841238,BH28EQZSLZB0CFICEYOZHW,100000,4873
5100170414589449,IS854519170803540031159058,100000,5018
5007663568060773,FR768052907885WGR8C1JBYOU54,100000,1258
4917908874437062,FR768052907885WGR8C1JBYOU54,100000,1999
3528832945382425,IL706407341573205473112,100000,9801
3552407928105017,MD62NVLXRWUOQ1BVDGBQ1HOW,100000,1269
56022552842899359,MD62NVLXRWUOQ1BVDGBQ1HOW,100000,8022
3562871938426796,CH0777012CHPF0RNYLH5D,100000,5906
5410343059293883,FR614281571412VPU8P4TMHZR26,100000,5455
3578666434900506,SA95663L8AYYQFUGNYDUDYGY,100000,4607
630415802112588969,FR718643467428HIJYLT8CYGQ82,100000,9630
3530390298801232,LI7115490UEKKHC5HEOMC,100000,6798
30587739757318,LI7115490UEKKHC5HEOMC,100000,3540
3558152436514375,LI7115490UEKKHC5HEOMC,100000,4220
5007662463671080,LI7115490UEKKHC5HEOMC,100000,6010
3531047221318085,PK52YQMIKKNXKJTPECSBKECZ,100000,8142
630466977812649846,RO24FUJYCNJEVRWWMVTOBVYT,100000,1890
5100130316698391,RO24FUJYCNJEVRWWMVTOBVYT,100000,2582
6706190876729180,RO24FUJYCNJEVRWWMVTOBVYT,100000,4805
3573016604085057,RO24FUJYCNJEVRWWMVTOBVYT,100000,3074
36883221870121,HU58313167784880213722880914,100000,4334
670961789007380152,HU58313167784880213722880914,100000,2332
6385599299408289,HU58313167784880213722880914,100000,1863
3543698021611347,FR823591936920GRRQXKU19RZ41,100000,9866
6381488148018818,GR468571309BMGLC5BMOONSZWQT,100000,1846
3538317776502331,NO7274412447600,100000,5954
3536826050906440,LV70QKFNXIINGQFGQWTS8,100000,3024
6331109721315501,AT656820572156158682,100000,3011
374288887183001,AT656820572156158682,100000,0994
3578353177470910,DO09YBQL07479057498667250098,100000,1625
3534636586048266,MD352HZKLXD7BFBSGKEAUTNZ,100000,0813
3586262122870274,MK2390315VYRI0CKX34,100000,8194
374283878441294,LI9371923OXAYHIGPTSWF,100000,4295
633421013118643727,FR919332503670XLIEN3EAJAP79,100000,6728
6763972705059396,CH9064317NC6X7QUDMO5B,100000,6468
5602251303356596,AZ66GLLCMWGFFSKTDRD2WLKPHLEU,100000,4045
67097230789751506,AZ66GLLCMWGFFSKTDRD2WLKPHLEU,100000,8662
3578105177031666,PT49707589011545865450544,100000,9490
3567950627852317,DK2320762204856596,100000,4433
630400174515878968,DK2320762204856596,100000,9009
5007663874216994,DK2320762204856596,100000,2454
5010124438475639,CY95098509140KUMVLON9VLJIQD8,100000,9291
5010123535243734,IS720835397310571562917668,100000,8149
3566823768463551,KZ5999506HVXYZY3JUJI,100000,9252
3555643814930319,DE88503433710437310817,100000,4168
5269572745814429,AT678813955725840852,100000,4168
3579031528447311,AT678813955725840852,100000,8485
5602220335291444,AT678813955725840852,100000,2041
6374543828470801,MU31ZXVS5616427840984886555RWZ,100000,5489
4891152822522,MU31ZXVS5616427840984886555RWZ,100000,3800
3587009563414289,AZ64HEGTJCSUZBLP4MODQD5TXA2Y,100000,3448
5602221814850775,SA82871FSUT7YMRSB9HYZFRQ,100000,9172
30437030911695,BH58MVVMELSVPCFDSZUQT8,100000,2160
4917363302243338,FR3141806374742YTJQIW8M8V61,100000,0187
633110461488373316,HU15831059445261419254720391,100000,9523
201807471240148,FR236631003080GIYTWDCWVFH78,100000,0461
201466716034327,BE55191200578333,100000,6336
4041592949899248,SA3362YUBLXWH0QPSXXHHUFK,100000,9416
4041591480005009,SA3362YUBLXWH0QPSXXHHUFK,100000,3570
561056291807543623,ES4028147503081363996112,100000,4569
6767340925530751911,KZ64703VA9TXWV1O4CUM,100000,5991
3587954185098582,LV98EVGAVWCBKYEZOLKU9,100000,9537
4017951322870830,LV55XFBII6FKFXSK3PXAU,100000,7537
3574236058941261,FR390919493726CUBB0X2AUQD94,100000,2771
3531499176825913,FR390919493726CUBB0X2AUQD94,100000,7094
3563981450780063,ME65998433026079128554,100000,1515
3539200020844700,FR938173448585BAIZQZ14X8G91,100000,9205
5020740998434993,BH97ABMEE8WLEVCLROPPPE,100000,5565
3528973368519406,SI14376102936075049,100000,9589
675935640797904986,CZ7345444139802983588544,100000,5025
346887149054630,HU90888651622857489620287790,100000,7237
6761073136434134,CR3363379287437459602,100000,7351
201486478168055,SA7921PAVZLGBPQUVNDYCZNY,100000,2151
201780737200703,FR9031821508967Z4A0EKZ0F802,100000,3375
5007668691876706,FR9031821508967Z4A0EKZ0F802,100000,0161
30309602894510,ME17166678628475535698,100000,1704
3574430646269877,AZ82SJGCNRR6QR1HB8PBWOX5UT7D,100000,5115
5146148763553915,AZ82SJGCNRR6QR1HB8PBWOX5UT7D,100000,7219
6763486701335736610,FR263097337494WTJNN9YCWBB79,100000,2438
3577066630990073,FR263097337494WTJNN9YCWBB79,100000,8497
5048372469871707,FR263097337494WTJNN9YCWBB79,100000,7001
3574664327552736,FR554239335295BIZEUWV3CFF55,100000,8660
3546076970759473,FR554239335295BIZEUWV3CFF55,100000,7028
3583004616511474,FR554239335295BIZEUWV3CFF55,100000,2212
5007661759192421,ME47023169616824130549,100000,2921
4970734237886645,FR984154852590FLGU1CSXJNA08,100000,0322
5221151192558784,FR984154852590FLGU1CSXJNA08,100000,5511
3569940716186238,MK607269Y52K7L4HG42,100000,2909
3560594998942898,DK1296358774419108,100000,4967
676222519979772876,MT96UJMO84351ISUKDQAC1BVUSET7YZ,100000,7758
372301690933116,MT96UJMO84351ISUKDQAC1BVUSET7YZ,100000,9472
56022430333252562,FR067220098632VIHYMPBGS8E97,100000,3294
3549108192254905,DK2114195689978254,100000,1381
3546529031304036,DE14729572230611752366,100000,8514
3585479703863566,DE14729572230611752366,100000,6710
3573882586442859,LI2942803QDOD3E000JXV,100000,8152
5509951571829125,FR746574562519JBFAYYCZ5KX70,100000,0343
67622767188193297,FR746574562519JBFAYYCZ5KX70,100000,9376
201898839031204,FR553701618541DD6XFVKOG0J19,100000,7783
5007667859573840,LB941675UDL4DF8O5J2L71XJLEFK,100000,3339
3535505667385492,LB941675UDL4DF8O5J2L71XJLEFK,100000,1125
4917199449935562,LB941675UDL4DF8O5J2L71XJLEFK,100000,3213
3580673753187158,GI75AYZZSTSK4O602XYWK5Y,100000,4098
6391983312754527,BG40TPDR774015VYLUI0BM,100000,0797
3587022624529201,GR610161458JIHV88MPLUUKPWJ5,100000,2202
30108369393462,SK8004144805657907594151,100000,5083
5100175311626657,NL16YIIT3067429023,100000,5161
4026168701358811,FR303288991256XXMQKCMLZAD26,100000,9351
5602231806466985,HR2684646346109894181,100000,2241
30507665619126,ME29934419048456282390,100000,7771
374622254755167,ES6345491053851602647405,100000,5329
6386552051233865,ES6345491053851602647405,100000,8740
4936667853462320,ES6345491053851602647405,100000,4438
3545273067569011,ES6345491053851602647405,100000,5077
3584140514229402,FO0906938323937245,100000,4628
3563045436411696,FO0906938323937245,100000,7210
30338535439838,ES1439225274313147027314,100000,2238
5100142559064207,ES1439225274313147027314,100000,5617
0604041071005273611,AT671585863609047907,100000,3504
4041593122344,SA5545H45I8QO6OZPKC1AJ1H,100000,2796
201972263539170,SA5545H45I8QO6OZPKC1AJ1H,100000,2795
3564856699217243,BG60XTTX845800OI22AMHG,100000,8831
3563876262083138,BG60XTTX845800OI22AMHG,100000,4530
5602258887432917,BG60XTTX845800OI22AMHG,100000,8028
3575024068202711,PS73OBEGHFSEYBLYFMH8L3QPGVQC9,100000,6564
3553078128212686,MK238558E9MGV3EF749,100000,2567
3540449054015490,MK238558E9MGV3EF749,100000,8193
3542513331087511,IT56S7325864523V7YMRWOSUY1J,100000,3448
3533919127479005,IT56S7325864523V7YMRWOSUY1J,100000,3916
3585750022489139,KW34WPWJBK15F3I0MTKUOEIJI89LLT,100000,0206
5602218678696641,SK4311453993730578618418,100000,4405
5479180955914081,SK4311453993730578618418,100000,6833
3529793426069197,CY5122402135SHM0H4LXR6ZNAKUI,100000,8152
3580877745030372,GE05PJ4309768640882233,100000,1730
337941801617381,PS81ZQCHDLD7M5SDZUWZNKSYSTCMO,100000,8080
6767733260832950879,AD0357942949XKSMVLBOOIBA,100000,5712
5534464937243998,SE4479248889724865310316,100000,9617
3585310205153539,SA6793YOGHIU7ALTAZLFWAKU,100000,1172
4903386786073463,SA6793YOGHIU7ALTAZLFWAKU,100000,5771
3576872727760449,AD6546708196DCNFM1FYRYWR,100000,3844
3568688788664829,AD6546708196DCNFM1FYRYWR,100000,2631
3573911343562244,PK96UAFUYAA6NVVXOQDYXM6R,100000,1634
3530393600541413,PK96UAFUYAA6NVVXOQDYXM6R,100000,7128
3558742752333580,AT406845176291948939,100000,8060
4917669978026983,AT406845176291948939,100000,9467
5602243364303971,AT406845176291948939,100000,4393
6706696296765022768,BH72VEUO4WGT154P1GOGKD,100000,1553
3531950922715824,BE78314242337572,100000,8829
67631527148008863,SE2575710596688421800564,100000,1220
3552477545199842,RS34859514741464869106,100000,8301
676361386264687784,MT81YCZR60394SJQRWKMUNVEAIDXKPA,100000,3978
36690731626616,FR1543277896585ZIK0CSQLQV29,100000,0732
374622463716745,FR521761738278VD4WOODAQLA67,100000,1529
201927261126404,AZ73BFASXO7TAC1SDXQLYB2RTNGJ,100000,5745
3569033561741479,AZ73BFASXO7TAC1SDXQLYB2RTNGJ,100000,6698
3575519605762101,AZ73BFASXO7TAC1SDXQLYB2RTNGJ,100000,8116
371585141796251,SI27477425351749407,100000,1862
633400977879960162,FR162511973191FEJLUSCLSYA55,100000,4269
